,Canonical_smiles,Murcko,ClassE,No
91,OC(=O)c1cc(ccc1O)\N=N\c2ccc(cc2)S(=O)(=O)Nc3ccccn3,O=S(=O)(Nc1ccccn1)c1ccc(N=Nc2ccccc2)cc1,0,2158
7170,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5nccs5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5nccs5)[nH]4)CC32)cc1,1,1054
1026,Cc1cc(c2oc3ccc4CCN(CCCSc5nnc(c6ocnc6C)n5C)CCc4c3n2)n(C)n1,c1cc(-c2nc3c4c(ccc3o2)CCN(CCCSc2nnc(-c3cnco3)[nH]2)CC4)[nH]n1,1,7206
6769,COc1cccc2nc(CCCN(C)CC[C@@]3(C[C@H]4CCC[C@@H]3c5ccccc45)OC(=O)C(C)C)[nH]c12,c1ccc2c(c1)C1CCCC2C(CCNCCCc2nc3ccccc3[nH]2)C1,1,2200
7621,Cc1ncoc1c2nnc(SCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,7204
2098,N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnc(F)cc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,c1ccc(C2CCn3c(nc4cnccc43)C2)cc1,0,6930
3873,Fc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCS4)cc1,c1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,1,1583
4703,Cc1c(Cl)c(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,6455
389,CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N,c1ccc(-c2ccnc3ccnn23)cc1,0,3800
5176,C[n+]1c(COc2ccccc2)cccc1COc3ccccc3,c1ccc(OCc2cccc(COc3ccccc3)[nH+]2)cc1,1,7491
6308,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)CCc7ncc(F)c1c67,O=C1COc2ccc(CNC34CCC(CC5CN6C(=O)CCc7nccc5c76)(CC3)OC4)nc2N1,0,6098
2273,C[C@@H]1CN(CCN1C(=O)C(=O)c2c[nH]c3ccccc23)C(=O)c4ccccc4,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2ccccc12,0,480
220,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,0,7879
13,CN\C(=N\CCSCc1nc[nH]c1C)\NC#N,c1c[nH]cn1,0,5314
7,CC(=O)Nc1nnc(s1)S(=O)(=O)N,c1nncs1,0,7622
693,COc1cccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)c1,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,3345
7182,Oc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,2966
517,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,O=C(CCS(=O)(=O)c1ccccc1)Nc1ccccc1,0,2543
6090,Cc1ncc(CN[C@@H]2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)C[C@@H]2F)cc1C#N,O=c1ccc2ccccc2n1CCN1CCC(NCc2cccnc2)CC1,0,3687
7616,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,3754
117,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,0,6308
7817,Cl.Cl.COCCCC(=O)NCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,O=c1c2ccccc2c(Cc2ccccc2)nn1CC1CCCN1,1,3180
5830,Cl.Cl.Cl.Cl.Cc1[nH]c(cc1C(=O)NCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c4ccccn4,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccn2)c1,1,6187
854,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(cc4)C(=O)NCCN5CCCCC5)CC3,O=C(NCCN1CCCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccccc4o3)CC2)cc1,0,7452
6997,Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(F)cc5)C(=O)c6ccccn6,O=C(c1ccccn1)C12Cc3cnn(-c4ccccc4)c3C=C1CCN(S(=O)(=O)c1ccccc1)C2,1,3503
399,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0,578
609,COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccccc4,c1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,1,6878
7711,COc1ncccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,8179
163,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,0,3849
61,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0,994
2827,Cl.CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(c1)C#N,c1ccc(OCCCNCCc2ccc3ccccc3c2)cc1,1,3507
6181,CN1C[C@H](c2ccc3sccc3c2)c4ccc(cc4C1)N5CCOCC5,c1cc2cc(C3CNCc4cc(N5CCOCC5)ccc43)ccc2s1,1,9
18,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1,225
105,CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,0,1383
6433,COc1ccc2ncc(C#N)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,1319
4534,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5cnccc5s4,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3cnccc3s2)CC1,0,3437
348,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,0,7376
259,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,0,4046
6548,C1CCC(CC1)C2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccn6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)nc1,1,3647
3103,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C=C1CCCCC1=CC=C1CCCC2CCCC12,0,1732
1096,O=C1[C@H](CCN1Cc2ccccc2)N(CCCc3ccccc3)Cc4cncn4Cc5ccc(cc5)C#N,O=C1C(N(CCCc2ccccc2)Cc2cncn2Cc2ccccc2)CCN1Cc1ccccc1,1,1331
2960,Cc1ncoc1c2nnc(SCCCN3CCC4(CCCc5cc(Br)ccc45)C3)n2C,c1ccc2c(c1)CCCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,277
6522,COC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)N(C)C(C)C,O=C(CNC(=O)c1ccccc1)NC1CCCCC1,0,2910
6716,NC1CC1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OCC7CC7)nc56)(CC3)OC4)nc2N1,1,4473
8261,Fc1ccc(nc1)c2oc3CCN(Cc3n2)C(=O)c4cccc(F)c4,O=C(c1ccccc1)N1CCc2oc(-c3ccccn3)nc2C1,0,364
166,CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,c1ccc(SCSc2ccccc2)cc1,0,4081
776,COc1cnc(OC)c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c4ccccc4)c12,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cnccc12,0,6079
5960,OC1CN(C[C@H](Oc2ncnc3c2cnn3c4c(F)cccc4Cl)C(=O)Nc5ccccn5)C1,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,0,1502
5148,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3nccc4ncc(cc34)C(F)(F)F)c5cncs5,O=C(CNc1nccc2ncccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,0,7208
2593,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc(s4)c5ccccc5,c1ccc(-c2ncc(-c3ccc4cc(CCN5CCCC5)ccc4n3)s2)cc1,1,4774
1084,Clc1cccc(CN2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O)c1,O=C1C(NCc2cncn2Cc2ccccc2)CCN1Cc1ccccc1,1,4605
3797,CC(C)(Oc1ccc(cc1)C2CCCc3ccccc23)C(=O)O,c1ccc(C2CCCc3ccccc32)cc1,0,7768
6903,C[C@H]1CCCN1Cc2nc3cc(C)ccc3n2Cc4ccc(Cl)cc4,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1,7155
170,c1ccc2[nH]c(nc2c1)c3cscn3,c1ccc2[nH]c(-c3cscn3)nc2c1,0,3177
21,COc1ccc2[nH]cc(CCNC(=O)C)c2c1,c1ccc2[nH]ccc2c1,0,2364
19,COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24,c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1,4669
980,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,O=C(c1ccccc1)c1cccs1,0,5170
3244,COc1ccc(cc1)[C@H]2CN(CCc3cccc(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,O=C(NCC1CN(CCc2ccccc2)CC1c1ccccc1)c1ccccc1,1,5634
3114,O=C1C=C(OCc2ccccc2)C=CN1c3ccc(OCCN4CCCC4)cc3,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,6464
6114,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4488
630,C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=CN(C)C(=O)C=C3.OC(=O)C(F)(F)F,O=C(CCc1ccc(-c2ccc(=O)[nH]c2)cc1)N1CCCC1,0,4126
1100,Nc1ccc2C(=O)NC(=O)c3cccc1c23,O=C1NC(=O)c2cccc3cccc1c23,0,1109
6404,ONC(=O)C1(CCC2(CCNCC2)C1)S(=O)(=O)c3ccc(OCc4ccc(OC(F)(F)F)cc4)cc3,O=S(=O)(c1ccc(OCc2ccccc2)cc1)C1CCC2(CCNCC2)C1,0,6301
5906,CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)C(=O)C)c3c2)C(F)(F)F,c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,0,4544
536,CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5,O=c1ccnc(NC2CCN(c3nc4ccccc4n3Cc3ccccc3)CC2)[nH]1,1,1879
108,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,c1ccccc1,0,8165
387,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21,0,3502
4537,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3c(s2)COCC3)CC1,0,228
1329,Clc1ccc2c(c1)c(cn2c3ccccc3)C4CCN(CCN5CCNC5=O)CC4,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccccc23)CC1,1,2896
218,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2,0,2203
4374,COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccc(cc6)C(=O)N,O=C1N(c2ccc(-c3ccccc3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,1,8020
1313,CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CCC(F)(F)C1)[C@@H]2CC[C@H](CC2)c3ccc4ncnn4c3,O=C(CCC1CCC(c2ccc3ncnn3c2)CC1)N1CCCC1,0,3700
6466,Cc1cc(nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc12)C#N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4226
3145,CN(CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3)Cc4ccccc4,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCNCc2ccccc2)cc1,1,6780
126,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,0,6986
7241,Cc1cc(F)ccc1C2CCN(CC3Cc4c(Cl)ccc(O)c4CN3)CC2,c1ccc(C2CCN(CC3Cc4ccccc4CN3)CC2)cc1,1,5053
1797,CN(C)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,c1ccc(-n2ccc3ccccc32)cc1,1,5507
3207,COc1ccc(CC(=O)Nc2cc3[C@H](NC4CC4)[C@@H](O)C(C)(C)Oc3cc2[N+](=O)[O-])cc1,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(NC1CC1)CCO2,0,3913
4525,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)C5CC5,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc(C3CC3)cs2)CC1,0,5799
2951,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccncc4)c1,c1ccc(OC2CC3CCC(C2)N3Cc2ccncc2)cc1,1,1878
224,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,O=c1ncccn1C1CCCO1,0,4985
605,CCCCCCCCc1ccc(O)cc1,c1ccccc1,0,3854
5804,N[C@@H](Cc1cc2OCOc2cc1Br)C(=O)N3C[C@@H](F)C[C@H]3C#N,O=C(CCc1ccc2c(c1)OCO2)N1CCCC1,0,5589
278,NCCCNCCSP(=O)(O)O,,0,4456
5711,O[C@H](COc1cccc2OCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C1COc2cccc(OCCCN3CCC4(CC3)Cc3ccccc3O4)c2N1,1,6694
6123,COc1ccc(cc1)S(=O)(=O)Nc2c(C)cc(C)cc2C,O=S(=O)(Nc1ccccc1)c1ccccc1,0,708
2200,Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CN(CC4CCCC4)C[C@@H]23)Cc5cccc(OC(F)(F)F)c5,O=C(c1c[nH]cn1)N(Cc1ccccc1)CC1C2CN(CC3CCCC3)CC21,1,3887
6127,CNc1ccc(\C=C\c2c(F)cccc2F)cc1,C(=Cc1ccccc1)c1ccccc1,0,2665
3535,COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cc(Br)cc(Br)c4)nn3,c1ccc(Cn2cc(-c3ccc(-n4ccnc4)cc3)nn2)cc1,1,2455
3823,COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,O=C1COc2ccc(CNC3CCN(CCN4C(=O)OCc5ccccc54)CC3)nc2N1,0,5307
1423,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,c1ccc(COC2CCCC(COC3CCCCO3)O2)cc1,0,3401
29,COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4,0,355
5480,O[C@H](COc1cc(F)ccc1C(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C(NC1CC1)c1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2,1,2177
400,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,0,6285
4283,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc(c1O)C(C)(C)C,c1ccc(CN2CCN(CCCCCC(c3ccccc3)c3ccccc3)CC2)cc1,1,6746
5929,CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,2687
3253,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc4nc5ccc(Cl)cc5[nH]4,c1ccc(CCN2CC(CCc3nc4ccccc4[nH]3)C(c3ccccc3)C2)cc1,1,6854
1287,Cl.CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)C2CCC(CC2)N(C)C(=O)C,O=C(CCC1CCCCC1)N1CCCC1,0,725
1306,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC,C1=CC23CCCN2CCc2cc4c(cc2C3C1)OCO4,0,3150
594,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,O=C(CCCN1CCCC1)c1ccccc1,0,5192
7335,CNC(=O)c1cc(Oc2ccc3nc(NC(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)sc3c2)ccn1,O=C(Nc1ccccc1)Nc1nc2ccc(Oc3ccncc3)cc2s1,0,1313
3609,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(cc45)C#N)CC3)nc2N1,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccccc54)CC3)nc2N1,0,1868
2042,COc1cccc(c1)C2CCCN(CCN3CCN(C3=O)c4cccc(Cl)c4)C2,O=C1N(CCN2CCCC(c3ccccc3)C2)CCN1c1ccccc1,1,8149
118,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,0,5588
2474,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(Cl)c(Cl)c6)n3C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,7390
132,ClCCN(N=O)C(=O)NC1CCCCC1,C1CCCCC1,0,7250
2931,C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccnc(Cl)c4,c1ccc(OC2CC3CCC(C2)N3Cc2ccncc2)cc1,1,8258
3804,Cc1nc2C(=O)N(CC(=O)O)Cc2c(c1CN)c3ccc(Cl)cc3Cl,O=C1NCc2c(-c3ccccc3)ccnc21,0,110
523,CO[C@@H]1CN(CCCOc2ccc(F)cc2)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC,O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1,1,418
4062,Cc1c(C)n(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,1,7488
2259,O\N=C(/c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)\c5ccc(F)c(F)c5,N=C(c1ccccc1)c1ccc(CN2CCC3(CC2)OCc2ccncc23)cc1,1,4121
5621,[O-][N+](=O)c1ccc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)cc1,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccccc2)CC1,1,2275
1431,NC(=O)C1=CN(c2cccc(Br)c2)c3ncccc3C1=O,O=c1ccn(-c2ccccc2)c2ncccc12,0,2133
1274,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)C,O=C(NCc1ccccc1)c1ccccn1,0,6444
2449,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(F)c5)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,5405
1109,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,O=C(OCCOc1cccc2[nH]ccc12)c1ccccc1,0,6360
6195,COc1ccc(cc1)N2C=Nc3c(csc3C2=O)c4ccccc4F,O=c1c2scc(-c3ccccc3)c2ncn1-c1ccccc1,0,7219
123,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,c1nsnc1N1CCOCC1,0,1554
391,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C,C=C1CCCCC1=CC=C1CCCC2CCCC12,0,1614
2691,CN(C)CCC1=C(Cc2cccnn2)c3ccc(Cl)cc3C1,C1=C(Cc2cccnn2)c2ccccc2C1,1,1091
6036,COC1COCCC1N[C@@H]2C[C@H]3OCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCOC1CC(NC1CCOCC1)C2,0,7739
396,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C1CCNC1,0,5427
4337,FC(F)(F)c1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,O=C(Nc1ccccc1)N1CCN(CC2CCCN(C3CC3)C2)CC1,1,5355
3267,CNCC[C@@H](Oc1cc(Cl)ccc1Cl)c2ccccc2.OC(=O)\C=C\C(=O)O,c1ccc(COc2ccccc2)cc1,0,2139
3068,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3cccc(c3)S(=O)(=O)C,c1ccc(-c2ccc(C3CCNC3)cc2)cc1,0,2006
4414,Fc1ccc(cc1)N(CCNCCCc2ccccc2)c3ccc(F)cc3,c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1,1,7573
3876,CC1(C)NCCc2c1oc3cc(ccc23)S(=O)(=O)c4cccc(F)c4,O=S(=O)(c1ccccc1)c1ccc2c3c(oc2c1)CNCC3,1,4162
426,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,O=C1NC(=O)C(Cc2ccc(OCC3CCCCC3)cc2)S1,0,865
5687,CCCCCCCN(CC)CC#CC(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,1,5976
3807,Cc1nc2C(=O)N(CC(=O)NCc3cccnc3)Cc2c(c1CN)c4ccc(Cl)cc4Cl,O=C(CN1Cc2c(-c3ccccc3)ccnc2C1=O)NCc1cccnc1,0,5861
8153,FC(F)(F)c1ccc2c(Nc3ccc(Cl)nc3)n[nH]c2c1,c1cncc(Nc2n[nH]c3ccccc23)c1,0,3356
34,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,0,987
7662,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccccn5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccccn4)[nH]2)C3)cc1,1,3851
5171,COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,2385
454,FC1=CN(C2CCCO2)C(=O)NC1=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,0,1727
7550,COc1c2CCCC(Cc2ccc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)N5CCN(CCO)CC5,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1,1,4421
1073,Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,O=C(c1ccccc1)N1CCC(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,1,4968
2718,Fc1ccc(CNC(=O)N(C2CCN(CC2)C3CCCC3)c4ccc(Br)cc4)cc1,O=C(NCc1ccccc1)N(c1ccccc1)C1CCN(C2CCCC2)CC1,1,964
1255,CN1CCCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,O=C(CN1CCCNCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,1,7849
5542,C[C@]1(CS(=O)(=O)N2CCN(CC2)c3ncc(OCc4oc(cc4)C(F)(F)F)cn3)NC(=O)NC1=O,O=C1NC(=O)C(CS(=O)(=O)N2CCN(c3ncc(OCc4ccco4)cn3)CC2)N1,0,1000
