,Canonical_smiles,IC50(nM),ClassA,ClassB,ClassC,ClassD,ClassE,ClassI,ClassJ,No,Murcko
8324,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(F)c4,70000.0,0,0,0,0,0,0,0,118,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1
942,CC(=O)N1CCC(CC1)c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(c2)C4=CCCCC4,3200.0,0,,,,,1,1,119,O=C(Nc1ccc(C2CCNCC2)cc1C1=CCCCC1)c1ncc[nH]1
6365,Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)nc(n1)n4nccn4,44000.0,0,0,0,0,0,0,0,120,c1cc(Nc2cncc(NC3CCCCC3)c2)nc(-n2nccn2)n1
3362,CCC1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,1200.0,0,,,,,1,1,121,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1
859,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(NC(=O)CCN5CCCCC5)c(F)c4)CC3,9180.0,0,,,,,1,1,122,O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccccc4o3)CC2)cc1
3600,Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,2800.0,0,,,,,1,1,123,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccccc54)CC3)nc2N1
5795,CC(C)S(=O)(=O)N1CCC2(CCN(C2)C(=O)N3CCCN(CC3)C4CCC4)CC1,33000.0,0,0,0,0,,0,0,124,O=C(N1CCCN(C2CCC2)CC1)N1CCC2(CCNCC2)C1
773,C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)[C@@H]2CC[C@H](CC2)NC(=O)C,100000.0,0,0,0,0,0,0,0,125,O=C(CCC1CCCCC1)N1CCCC1
198,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,1000000.0,0,0,0,0,0,0,0,126,O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3CCSC23)c2ccccc2)C1=O
7071,CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc4c(F)cnc5cc(Cl)ccc45,5000.0,0,,,,,1,1,127,c1ccc2c(NCCCNCC34CC5CC(CC(C5)C3)C4)ccnc2c1
6938,CC#Cc1cncc(c1)c2ccc3OCC4(COC4)C5(COC(=N5)N)c3c2,9400.0,0,,,,,1,1,128,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1
4070,Cc1nc(nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12)N4CCC(CC4)N5CCCC5,450.0,1,1,1,1,1,1,1,129,O=C(COc1ccccc1)Nc1ccc2nc(N3CCC(N4CCCC4)CC3)ncc2c1
6569,CN1N=C(OC1=O)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cn[nH]c7,21500.0,0,0,0,,,0,0,130,O=c1[nH]nc(C2(c3cn[nH]c3)NC(c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)o1
4040,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1200.0,0,,,,,1,1,131,O=C(Cc1ccc(-n2cnnn2)cc1)NC1CCN(Cc2ccccc2)CC1
461,CCCOc1ccccc1C2=Nc3nn[nH]c3C(=O)N2,1000000.0,0,0,0,0,0,0,0,132,O=c1[nH]c(-c2ccccc2)nc2nn[nH]c12
3630,COc1cnccc1[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,8200.0,0,,,,,1,1,133,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccncc3)CC2)C1
1060,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,1000000.0,0,0,0,0,0,0,0,134,c1ccccc1
7222,CC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccc(F)cc4,33000.0,0,0,0,0,,0,0,135,O=C(NCc1ccccc1-n1cnnn1)C1CC=NN1C(=O)Cc1ccccc1
7731,C[C@H]([C@@H]1CC[C@@H](C)c2ccc(C)nc12)C(=O)Nc3ccc(Cl)c(c3)c4nc5ccccc5n4C,15000.0,0,0,,,,0,1,136,O=C(CC1CCCc2cccnc21)Nc1cccc(-c2nc3ccccc3[nH]2)c1
2218,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)N4CCOC(C4)C(=O)N5CCCC5)CC3)c2,31600.0,0,0,0,0,,0,0,137,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCOC(C(=O)N2CCCC2)C1
1922,CN(CCN1CCN(C1=O)c2cccc(Cl)c2)Cc3onc(C)c3,50118.72,0,0,0,0,0,0,0,138,O=C1N(CCNCc2ccno2)CCN1c1ccccc1
2462,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)C(=O)O)cc(OCC)c1Cl,10000.0,0,,,,,1,1,139,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1
1275,CN(C)C(=O)[C@@H]1CCCN1Cc2ccc3C[C@H](CCc3c2)N(C)C(=O)c4ccc(cc4)c5ccc(F)cc5,5000.0,0,,,,,1,1,140,O=C(NC1CCc2cc(CN3CCCC3)ccc2C1)c1ccc(-c2ccccc2)cc1
2571,Clc1cccc(c1)N2CCN(CC3CCCCN3)C2=O,7943.28,0,,,,,1,1,141,O=C1N(CC2CCCCN2)CCN1c1ccccc1
2103,Cc1nc2cc(ccc2s1)N3CCN(CCN4Cc5ccccc5C4)C3=O,3981.07,0,,,,,1,1,142,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2scnc2c1
6320,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(Cl)c1c67,53300.0,0,0,0,0,0,0,0,143,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1
7100,Cl.Cn1nccc1c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3,11100.0,0,0,,,,0,1,144,O=C1CCc2c(Oc3ccc4c(c3)CC(NC(=O)c3cccc(-c5ccn[nH]5)c3)CC4)ccnc2N1
3277,NCC[C@@H](Oc1nc(ccc1C#N)C(F)(F)F)c2oncc2.OC(=O)C(=O)O,10000.0,0,,,,,1,1,145,c1ccc(OCc2ccno2)nc1
3584,Clc1ccc(OC2CNC(C2)C(=O)N3CCCN(CC3)C4CCC4)cc1,2000.0,0,,,,,1,1,146,O=C(C1CC(Oc2ccccc2)CN1)N1CCCN(C2CCC2)CC1
3914,CC1=NN(C(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5ccccn5,30000.0,0,0,0,,,0,0,147,O=c1cc(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)cnn1-c1ccccn1
2939,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,0.38,1,1,1,1,1,1,1,148,c1ccc(CCN2C3CCC2CC(Oc2ccccc2)C3)cc1
2553,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5cc(cc(C)n5)C(F)(F)F,16800.0,0,0,,,,0,1,149,c1ccc(-n2cc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cn2)nc1
4716,OC(=O)c1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,31622.78,0,0,0,0,,0,0,150,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1
5512,CC(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C,33000.0,0,0,0,0,,0,0,151,c1ccc(Nc2cc(NC3CC3)n3nccc3n2)cc1
545,CN(C)CC\C=C/1\c2ccccc2COc3ccccc13,6456.54,0,,,,,1,1,152,C=C1c2ccccc2COc2ccccc21
5956,OCCOC[C@H](Oc1ncnc2c1cnn2c3c(Cl)cccc3Cl)C(=O)Nc4ccc(F)cn4,19952.62,0,0,,,,0,1,153,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1
6959,C[C@@H]1Oc2ccc(cc2[C@@]3(COC(=N3)N)C14COC4)c5cccnc5F,10000.0,0,,,,,1,1,154,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1
632,CN(CCCCN1CCN(CC1)c2cccc(NC(=O)C)c2)S(=O)(=O)CC3CCCCC3,4000.0,0,,,,,1,1,155,O=S(=O)(CC1CCCCC1)NCCCCN1CCN(c2ccccc2)CC1
483,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C,1000000.0,0,0,0,0,0,0,0,156,O=C1OC2CC1C1CC3OC34C(=O)OC2C14
5860,COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C4)C(C)C)C(=O)c3n2)c5cccnc5C,47000.0,0,0,0,0,0,0,0,157,O=c1c2nn(-c3ccccc3)cc2nc(-c2cccnc2)n1CC1CCCNC1
6773,COc1cc(CCN2CCN(CC(F)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,2400.0,0,,,,,1,1,158,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21
5400,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)C4=Nn5c(CC4)nnc5C(F)(F)F)CC1,100000.0,0,0,0,0,0,0,0,159,c1cc(C2CCN(C3=Nn4cnnc4CC3)CC2)ccc1OCCN1CCNCC1
1340,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc3cc(F)ccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F,76000.0,0,0,0,0,0,0,0,160,O=C(NCc1ccccc1)C1CCCN1C(=O)CCCc1ccccc1
3097,COc1ccc(Cn2cnc3c(NS(=O)(=O)C)c(C)c(C)cc23)cc1,30000.0,0,0,0,,,0,0,161,c1ccc(Cn2cnc3ccccc32)cc1
2932,Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccccc5)n2C,5011.87,0,,,,,1,1,162,c1ccc(C23CCN(CCCSc4nnc(-c5cnco5)[nH]4)CC2C3)cc1
706,CC(C)N1CCN(CC1)C(=O)N2CCC(Cc3ccccc3)CC2,37619.05,0,0,0,0,,0,0,163,O=C(N1CCNCC1)N1CCC(Cc2ccccc2)CC1
4425,N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccccc4,30000.0,0,0,0,,,0,0,164,O=C1NC(=O)C(=Cc2cccc(-c3ccccc3)c2N2CCCCC2)S1
7118,Cc1c(nc2ccc(cn12)N3C=CC(=CC3=O)OCc4ccc(Cl)cc4)C5CC5,10000.0,0,,,,,1,1,165,O=c1cc(OCc2ccccc2)ccn1-c1ccc2nc(C3CC3)cn2c1
4917,COc1c(C)cc(cc1C)[C@@]2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,33000.0,0,0,0,0,,0,0,166,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1
3623,Oc1ccc(cc1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,4100.0,0,,,,,1,1,167,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccccc3)CC2)C1
3046,Cc1ncccc1N2C[C@@]3(CC[C@@H](CC3)c4nc5cc(OC(F)(F)F)ccc5[nH]4)OC2=O,50118.72,0,0,0,0,0,0,0,168,O=C1OC2(CCC(c3nc4ccccc4[nH]3)CC2)CN1c1cccnc1
884,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN3CCC[C@@H](Cc4ccc(F)cc4)C3)c1,400.0,1,1,1,1,1,1,1,169,O=C(Nc1ccccc1)NC1CCCCC1CN1CCCC(Cc2ccccc2)C1
3178,CN1CCN(CC1)c2ccc(cc2)c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Cl)cnc4[nH]3,2300.0,0,,,,,1,1,170,c1cc(N2CCN(Cc3ccon3)CC2)c2nc(-c3ccc(N4CCNCC4)cc3)[nH]c2n1
7413,Cl.CN(C\C=C\c1ccc(cc1)C(F)(F)F)Cc2ccc3CCCCc3c2,1400.0,0,,,,,1,1,171,C(=Cc1ccccc1)CNCc1ccc2c(c1)CCCC2
6227,CC(C)(O)[C@@H]1CC[C@H](CC1)Nc2ccn3ncc(c4cccc(c4)C(F)(F)F)c3n2,30000.0,0,0,0,,,0,0,172,c1ccc(-c2cnn3ccc(NC4CCCCC4)nc23)cc1
5669,CCCCN(CC)C\C=C\CCc1ccc(Cl)cc1,1868.0,0,,,,,1,1,173,c1ccccc1
6204,OC(C1CCN(Cc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5,210.0,1,1,1,1,1,1,1,174,c1ccc(-c2ccc(CN3CCC(C(c4ccccc4)c4ccccc4)CC3)cc2)cc1
6151,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(ccc5[nH]4)C#N)c2c1,4500.0,0,,,,,1,1,175,O=c1ccc2ncccc2n1CCN1CCC(c2nc3ccccc3[nH]2)CC1
4021,CCOC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,3200.0,0,,,,,1,1,176,O=c1cc(C2CCNCC2c2ccc(-c3ccccc3)cc2)cc[nH]1
1046,Cc1cc2c(cccc2cn1)c3nnc(SCCCN4CCc5ccc(cc5CC4)c6cc(C)nn6C)n3C,1995.26,0,,,,,1,1,177,c1cc(-c2nnc(SCCCN3CCc4ccc(-c5ccn[nH]5)cc4CC3)[nH]2)c2ccncc2c1
7151,Clc1ccc(nc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,465.0,1,1,1,1,1,1,1,178,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)nc1
2404,NCC(=O)N1CCn2c(C1)nc(c2Nc3ccc4OCOc4c3)c5ccccc5,19000.0,0,0,,,,0,1,179,c1ccc(-c2nc3n(c2Nc2ccc4c(c2)OCO4)CCNC3)cc1
932,CCc1nn(C)c2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,1000.0,1,1,1,1,1,1,1,180,c1cc(-c2nnc(SCCCN3CCc4cc5cn[nH]c5cc4CC3)[nH]2)c2cccnc2c1
8041,CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1c4ccc(F)cc4,1600.0,0,,,,,1,1,181,O=S(=O)(NCc1ccn(-c2ccccc2)n1)c1cccc2cccnc12
1758,Oc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,5312.0,0,,,,,1,1,182,c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1
1408,CC1=Nc2c(Cl)cccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,3300.0,0,,,,,1,1,183,O=c1c2ccccc2ncn1-c1ccc(OC2CCN(C3CCC3)CC2)cc1
682,Fc1ccc(CCN2CCN([C@H]3CCc4cc(CN5CCC(CC5)C(F)(F)F)ccc4C3)C(=O)C2)cc1,2000.0,0,,,,,1,1,184,O=C1CN(CCc2ccccc2)CCN1C1CCc2cc(CN3CCCCC3)ccc2C1
7695,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,524.81,1,1,1,1,1,1,1,185,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1
538,COc1ccc(cc1OC)C2CCN(CC[C@H]3CCOc4ccccc34)CC2,30.0,1,1,1,1,1,1,1,186,c1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1
8280,CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccccc3[N+](=O)[O-])c4nccs4,260.0,1,1,1,1,1,1,1,187,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1
3234,CCO[C@@H]1Cc2cc(ccc2[C@H]1N3CCN(C[C@@H]3C)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C(F)(F)F,4500.0,0,,,,,1,1,188,O=C(c1cncnc1)N1CCC(N2CCN(C3CCc4ccccc43)CC2)CC1
876,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(OCCCN5CCCCC5)c(F)c4)CC3,42000.0,0,0,0,0,0,0,0,189,O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1)c1cc(=O)c2ccccc2o1
1059,C[C@@H](c1nc(cs1)c2ccc(cc2)C#N)[C@](O)(Cn3cncn3)c4ccc(F)cc4F,10370.0,0,0,,,,0,1,190,c1ccc(-c2csc(CC(Cn3cncn3)c3ccccc3)n2)cc1
2493,CN1c2nc(c(cc2C(CC1(C)C)C(=O)NCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,40.0,1,1,1,1,1,1,1,191,c1ccc(-c2cc3c(nc2-c2ccccc2)NCCC3)cc1
5362,COc1ccc(cc1C(C)O)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,32000.0,0,0,0,0,,0,0,192,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1
230,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,1000000.0,0,0,0,0,0,0,0,193,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1
6196,COc1ccc(cc1)N2C=Nc3c(csc3C2=O)c4ccccc4C,9870.0,0,,,,,1,1,194,O=c1c2scc(-c3ccccc3)c2ncn1-c1ccccc1
7757,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4C[C@@H](CCCc4c3OC)N5CCN(CCO)CC5)ncc2Cl,10000.0,0,,,,,1,1,195,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1
3130,COc1cc(\C=C\c2nc(N)c3c(oc4ccccc34)n2)ccc1n5cnc(C)c5,510.0,1,1,1,1,1,1,1,196,C(=Cc1ncc2c(n1)oc1ccccc12)c1ccc(-n2ccnc2)cc1
2999,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,1000000.0,0,0,0,0,0,0,0,197,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13
6030,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)cccc12,30000.0,0,0,0,,,0,0,198,O=c1[nH]cnc2cc(NC3CCCCC3)nc(Nc3cccc4cc[nH]c34)c12
189,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,1000000.0,0,0,0,0,0,0,0,199,C1=CC23CCNCc4cccc(c42)OC3CC1
5779,Cc1cn(cn1)c2ccc(nn2)N3CCC(CC3)N4CCc5ccc(F)cc45,10.0,1,1,1,1,1,1,1,200,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1
3141,O=C1C=C(OCc2ccc3ccccc3c2)C=CN1c4ccc(OCCN5CCCC5)cc4,0.67,1,1,1,1,1,1,1,201,O=c1cc(OCc2ccc3ccccc3c2)ccn1-c1ccc(OCCN2CCCC2)cc1
4814,Cc1cc(C(=O)N)c(s1)c2cccc(OC(=O)NCCCCCCc3ccccc3)c2,10000.0,0,,,,,1,1,202,O=C(NCCCCCCc1ccccc1)Oc1cccc(-c2cccs2)c1
1390,CN(C)Cc1cc(C)ccc1Oc2ccc(Cl)c(Cl)c2,3390.0,0,,,,,1,1,203,c1ccc(Oc2ccccc2)cc1
3039,CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c2ccc(cc2)c3ccc(F)cn3,63000.0,0,0,0,0,0,0,0,204,c1ccc(-c2ccc(C3CCOC3)cc2)nc1
7584,Fc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCc4ccc(cc4)C#N)CC(C2)O3,31622.78,0,0,0,0,,0,0,205,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1
3949,CCCOc1sc(C(=O)N2CCC(CC2)c3cccc(CN)c3)c(C)c1Br,1000.0,1,1,1,1,1,1,1,206,O=C(c1cccs1)N1CCC(c2ccccc2)CC1
223,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,1000000.0,0,0,0,0,0,0,0,207,c1cc(N2CCCCC2)nc[nH+]1
7781,CCN1C(=O)Oc2ccc(cc12)c3ccc(C[C@H](NC(=O)[C@@H]4CNCCCO4)C#N)cc3,31000.0,0,0,0,0,,0,0,208,O=C(NCCc1ccc(-c2ccc3oc(=O)[nH]c3c2)cc1)C1CNCCCO1
3364,CC(C)[C@@]1(CC[C@H](C1)N[C@H]2CCOC[C@H]2O)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,300.0,1,1,1,1,1,1,1,209,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1
6025,CN1Cc2ccc(cc2C1=O)c3ccc(C[C@H](NC(=O)C4(N)CCOCC4)C#N)cc3,33000.0,0,0,0,0,,0,0,210,O=C1NCc2ccc(-c3ccc(CCNC(=O)C4CCOCC4)cc3)cc21
1148,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(=O)(=O)C)c(C)c34)ccc2[nH]1,20000.0,0,0,,,,0,1,211,c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1
7809,Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccns5,1400.0,0,,,,,1,1,212,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccns3)C4)ccc21
8213,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4cccs4,30000.0,0,0,0,,,0,0,213,c1csc(-c2cc3c(NC4CCCNC4)nccc3s2)c1
7990,Cl.CN(C\C=C\C=C\c1ccc(cc1)c2ccccc2)Cc3ccc4CCCOc4c3,40000.0,0,0,0,0,,0,0,214,C(C=Cc1ccc(-c2ccccc2)cc1)=CCNCc1ccc2c(c1)OCCC2
5948,OC1CN(C[C@H](Oc2ncnc3c2cnn3c4ncccc4Cl)C(=O)Nc5ccc(F)cn5)C1,100000.0,0,0,0,0,0,0,0,215,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccn1
916,Cc1nc(CN(C2CCN(CC2)C3(C)CCN(CC3)C(=O)c4c(C)cc[n+]([O-])c4C)c5ccccc5)cs1,12200.0,0,0,,,,0,1,216,O=C(c1ccc[nH+]c1)N1CCC(N2CCC(N(Cc3cscn3)c3ccccc3)CC2)CC1
6339,N#Cc1c(cc(nc1\N=C\2/SC=C(N2c3ccccc3)c4ccccc4)c5ccccc5)c6ccccc6,6800.0,0,,,,,1,1,217,c1ccc(-c2cc(N=c3scc(-c4ccccc4)n3-c3ccccc3)nc(-c3ccccc3)c2)cc1
1298,Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5cccc(Cl)c5,1800.0,0,,,,,1,1,218,O=C1C(Cc2cccc(OCCc3coc(-c4ccccc4)n3)c2)CN1c1ccccc1
2242,CC(N1CCN(CCN2Cc3ccccc3C2)C1=O)c4cccc(c4)C(F)(F)F,1258.93,0,,,,,1,1,219,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1
7259,CN1C(CN2CCC3(CC2)CCc4ccccc34)Cc5ccccc5C1=O,6960.0,0,,,,,1,1,220,O=C1NC(CN2CCC3(CCc4ccccc43)CC2)Cc2ccccc21
7006,CC1(CN(C1)c2cc(COc3ccc(F)c(F)c3F)nc(n2)c4ccccn4)C#N,10000.0,0,,,,,1,1,221,c1ccc(OCc2cc(N3CCC3)nc(-c3ccccn3)n2)cc1
6054,CN1CCN(CCC(=O)Nc2c(C)[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c2C)CC1,18830.0,0,0,,,,0,1,222,O=C(CCN1CCNCC1)Nc1c[nH]c(C=C2C(=O)Nc3ccccc32)c1
6924,NC1=NC2(CO1)c3cc(Br)ccc3OCC24CC4,10000.0,0,,,,,1,1,223,C1=NC2(CO1)c1ccccc1OCC21CC1
2945,Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,630.96,1,1,1,1,1,1,1,224,c1ccc(C23CCN(CCCSc4nnc(-c5cncs5)[nH]4)CCC2C3)cc1
18,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,190.55,1,1,1,1,1,1,1,225,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
8229,CCOC(=O)c1c(CN2CCOCC2)nc(nc1c3ccc(F)cc3Br)c4nccs4,10000.0,0,,,,,1,1,226,c1ccc(-c2cc(CN3CCOCC3)nc(-c3nccs3)n2)cc1
7648,Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@@H]3CO2)C(=O)Cc4ccc(nc4)n5cnnn5,10000.0,0,,,,,1,1,227,O=C(Cc1ccc(-n2cnnn2)nc1)N1CCN2CC(c3ccccc3)OCC2C1
4537,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,100000.0,0,0,0,0,0,0,0,228,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3c(s2)COCC3)CC1
1550,OC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,30000.0,0,0,0,,,0,0,229,c1ccc2sc(Oc3ccc(CN4CCCCC4)cc3)nc2c1
4437,O=C1CCc2ccccc2N1CCCN3CCC(CC3)N4C(=O)Nc5ccccc45,7300.0,0,,,,,1,1,230,O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1
7531,Fc1ccc(OCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,31622.78,0,0,0,0,,0,0,231,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1
8332,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(Cl)c4,45000.0,0,0,0,0,0,0,0,232,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1
7726,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5=CCC(=O)N=C5,9549.93,0,,,,,1,1,233,O=C1CC=C(c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)C=N1
